,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
131,2023-11-12 15:40:00,780.0,1151.0,,44.438,,44.438,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
132,2023-11-12 15:50:00,,1152.0,,46.032,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
133,2023-11-12 16:00:00,,22.0,544.4004395604396,48.505,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
134,2023-11-12 16:10:00,,1153.0,,49.844,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
135,2023-11-12 16:20:00,,1154.0,,50.691,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
136,2023-11-12 16:30:00,,1155.0,,51.266,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
137,2023-11-12 16:40:00,,1156.0,,51.684,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
138,2023-11-12 16:50:00,,1157.0,,52.055,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
139,2023-11-12 17:00:00,,23.0,272.03923076923076,52.179,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
140,2023-11-12 17:10:00,,1158.0,,52.373,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
141,2023-11-12 17:20:00,,1159.0,,52.507,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
142,2023-11-12 17:30:00,,1160.0,,52.629,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
143,2023-11-12 17:40:00,,1161.0,,52.593,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
144,2023-11-12 17:50:00,,1162.0,,52.648,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
145,2023-11-12 18:00:00,,25.0,194.44252747252747,52.738,52.738,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
146,2023-11-12 18:00:00,,24.0,194.44252747252747,52.7,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
147,2023-11-12 18:10:00,,1163.0,,52.5,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
148,2023-11-12 18:10:00,,1164.0,,52.596,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
149,2023-11-12 18:20:00,,1166.0,,52.568,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
150,2023-11-12 18:20:00,,1165.0,,52.5,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
151,2023-11-12 18:30:00,,1168.0,,52.545,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
152,2023-11-12 18:30:00,,1167.0,,52.4,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
153,2023-11-12 18:40:00,,1170.0,,52.563,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
154,2023-11-12 18:40:00,,1169.0,,52.3,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
155,2023-11-12 18:50:00,,1172.0,,52.468,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
156,2023-11-12 18:50:00,,1171.0,,52.4,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
157,2023-11-12 19:00:00,,27.0,165.3035164835165,52.478,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
158,2023-11-12 19:00:00,,26.0,165.3035164835165,52.7,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
159,2023-11-12 19:10:00,,1174.0,,52.488,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
160,2023-11-12 19:10:00,,1173.0,,52.6,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
161,2023-11-12 19:20:00,,1176.0,,52.556,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
